title,link,comment
 PADS VX.2从零开始做工程之高速PCB设计（配视频教程）,http://product.dangdang.com/25225348.html,27条评论
 C语言程序设计基础,http://product.dangdang.com/20793973.html,68条评论
 数字图像融合算法分析与应用详解数字图像融合的基本概念和常见算法，涵盖多聚焦图像融合、红外与可见光图像融合、医学图像融合和遥感图像融合四大领域的融合技术，提供20个融合实验，赠教学PPT,http://product.dangdang.com/25247213.html,27条评论
 UML面向对象分析与设计基于教学经验，以生动活泼、激发兴趣的方式介绍UML面向对象分析和设计的概念与实践，实际案例贯穿全书，是易教易学的好教材。,http://product.dangdang.com/25281876.html,0条评论
 并行计算的编程模型讲解目前用在高性能计算和超算系统的*主流的并行编程模型,http://product.dangdang.com/25120176.html,29条评论
 Java项目开发全程实录（第3版）（配光盘）（软件项目开发全程实录）（22小时视频，10套完整项目开发案例，模块库、题库、素材库登录本书网站，网站、QQ等技术支持，让学习畅通无阻）,http://product.dangdang.com/23360432.html,500条评论
 Hadoop应用实战知名Hadoop技术专家撰写，31个你必须知道的行业应用案例,http://product.dangdang.com/24177732.html,165条评论
 Spring微服务,http://product.dangdang.com/25288465.html,0条评论
 C#多线程编程实战（原书第2版）,http://product.dangdang.com/24207579.html,223条评论
 jQuery前端开发之网页特效（前端开发工程师系列）,http://product.dangdang.com/24188751.html,29条评论
 R语言初学者指南,http://product.dangdang.com/23756949.html,145条评论
 生产微服务,http://product.dangdang.com/25153336.html,94条评论
 Java语言程序设计（基础篇）（英文版·第10版）Java英文版,http://product.dangdang.com/25104109.html,55条评论
 Unity 2D游戏开发实例教程,http://product.dangdang.com/23947737.html,67条评论
 Java程序设计 慕课版体系完整的100学时慕课视频，买书送名师，带你Java从入门到精通 掌握Java核心技术与编程思想,http://product.dangdang.com/23934537.html,172条评论
 JavaScript实战—JavaScript、jQuery、HTML5、Node.js实例大全,http://product.dangdang.com/23559375.html,604条评论
 R的极客理想：量化投资篇,http://product.dangdang.com/25190423.html,44条评论
 C++语法详解,http://product.dangdang.com/25107191.html,49条评论
 Autodesk Revit 二次开发基础教程 欧特克(中国)软件研发有限公司 主编【好评返5元店铺礼券】,http://product.dangdang.com/1176536562.html,32条评论
 手把手教你学ARM Cortex-M0—基于STM32F0x2系列,http://product.dangdang.com/24168600.html,17条评论
 奇点艺术：未来艺术在科技奇点冲击下的蜕变艺术和科技领域的划时代作品，中英美三国艺术大家、“奇点艺术”理念提出者对未来艺术的蜕变进行可靠的演绎和预测，中、英、美三国艺术大师联合推荐！精装四色印刷！,http://product.dangdang.com/25248554.html,70条评论
 XML应用入门与提高（配光盘）（软件入门与提高丛书）,http://product.dangdang.com/23622744.html,76条评论
 HTML5+CSS3网页设计与制作案例课堂（第2版）网页设计和网页制作从入门到精通，系统讲解＋实战案例＋赠送大量资源,http://product.dangdang.com/25215117.html,17条评论
 三菱PLC编程入门及应用三菱PLC快速入门与应用实例,http://product.dangdang.com/25299698.html,0条评论
 MATLAB 2015从入门到精通MATLAB R2015a 完全自学一本通 MATLAB Simulink算法开发 数学建模 数据可视化 数据分析 数值计算教材教程 赠光盘实例同步操作视频,http://product.dangdang.com/24034845.html,184条评论
 Vue js权威指南 9787121287220,http://product.dangdang.com/1369672985.html,0条评论
 【全2册】Unreal Engine 4从入门到精通+UnrealEngine4游戏开发入门经典 虚拟引擎UE4蓝图学品质好书 正版保障 优质服务 发货及时 售后无忧,http://product.dangdang.com/1129294379.html,0条评论
 React 精髓,http://product.dangdang.com/23972274.html,127条评论
 实战ES2015：深入现代JavaScript 应用开发,http://product.dangdang.com/24057990.html,195条评论
 VEX IQ创意编程与精彩实例,http://product.dangdang.com/24229758.html,157条评论
 SolidWorks 2016有限元、虚拟样机与流场分析从入门到精通36个实例源文件直观的助您学会SolidWorks,http://product.dangdang.com/25138658.html,43条评论
 C语言编程初学者指南C语言程序设计入门指南 随书附赠示例代码,http://product.dangdang.com/25074392.html,39条评论
 Autodesk CFD入门 进阶 精通Autodesk公司技术工程师编著，赠送180分钟视频讲解+12个综合工程案例,http://product.dangdang.com/25162118.html,48条评论
 HTTP抓包实战 精通HTTP协议 快速掌握Fiddler抓包和JMeter发包 前端开发工程师参考书+HTTP*威指,http://product.dangdang.com/1191311087.html,0条评论
 游戏架构设计与策划基础 第2版+游戏专业概论 第3版 游戏策划书籍 游戏关卡设计 游戏编辑入门教材 游戏制作与开发教程【好评返5元店铺礼券】,http://product.dangdang.com/1356084576.html,0条评论
 ASP.NET MVC 4开发指南（宝岛技术大牛Will保哥作品！一本看得懂、用得上的开发指南！）,http://product.dangdang.com/23278576.html,949条评论
 计算机程序设计艺术 卷1 基本算法(第3版) [美] 高德纳(Donald E. Knuth) 97871153606,http://product.dangdang.com/1075169581.html,6条评论
 Scratch · 爱编程的艺术家,http://product.dangdang.com/25251148.html,24条评论
 C语言开发从入门到精通 王长青 韩海玲 9787115420169,http://product.dangdang.com/1276757890.html,1条评论
 Visual C++串口通信及测控应用实例详解(含DVD光盘1张),http://product.dangdang.com/23392569.html,211条评论
 Java Web 项目开发实训教程,http://product.dangdang.com/23815658.html,28条评论
 HTML与CSS基础教程 Web前端开发精品课网络超人气教程全面升级 针对Web前端新手打造 讲透HTML与CSS核心知识 网页开发者新手产品经理等掌握HTML和CSS的基础知识,http://product.dangdang.com/23922755.html,317条评论
 Hadoop应用架构全面解析Hadoop应用构架，囊括MapReduce、Spark、Hive、Giraph、Oozie、Flume、Pig、Impala等新兴工具的应用,http://product.dangdang.com/24178364.html,167条评论
 Java EE架构设计与开发实践【 零基础学Java Web开发，重点介绍SSH整合开发,提高读者Java EE架构设计能力，200个实例、8个上机实训案例、2个综合项目案例、200个练习题，赠教学PPT、案例源代码、习题参考答】,http://product.dangdang.com/25064265.html,68条评论
 UX权威指南：确保良好用户体验的流程和最佳实践交互式产品开发人员的重要参考书,http://product.dangdang.com/24181088.html,128条评论
 Perl语言入门 第六版（中文版）,http://product.dangdang.com/22704137.html,3243条评论
 Bootstrap入门经典热门Web开发 Javascript框架 HTML CSS网站建设 网页设计制作 零基础读者杰出Bootstrap教程 全面涵盖常见组件的使用方法 书中代码真实有效可运行,http://product.dangdang.com/24157564.html,198条评论
 Android开发入门百战经典CSDN博客专家、极客学院Wiki专栏作家*力作!资深Android开发专家邓凡平、 DaoCloud首席架构师王天青、极客学院姚尚朗强力推荐！基于*安卓7.0和Android Studio 2.,http://product.dangdang.com/25118962.html,44条评论
 ASP.NET从入门到精通 第2版（超级畅销书ASP.NET从入门到精通升级版 630页大容量 透彻解析框架核心技术十万读者共同选择 业界专家倾力推荐 赠8大超值王牌资源ASP.NET类库和控件查询手册10套完整源代码ASP.NET面试题ASP.NET错误处理及高效编程技巧ASP.NET程序员职业规划及面试技巧,http://product.dangdang.com/23658085.html,138条评论
 Arduino图形化编程进阶实战玩转Arduino 用图形化编程进行进阶制作 创客教育理想教材,http://product.dangdang.com/25177025.html,62条评论
 精通jQuery(第2版),http://product.dangdang.com/23553774.html,410条评论
 Python Web开发 测试驱动方法实战式TDD开发指南，使用Python、Django等流行技术开发现代Web应用！,http://product.dangdang.com/23792587.html,325条评论
 C语言大学实用教程学习指导（第4版）,http://product.dangdang.com/24198180.html,33条评论
 PHP 7动态网站开发案例课堂（第2版）PHP 7动态网站开发从入门到精通，系统讲解＋实战案例＋赠送大量资源,http://product.dangdang.com/25243095.html,5条评论
 SDN原理解析 转控分离的SDN架构华为对SDN解析的技术,华为ICT认证,http://product.dangdang.com/23931417.html,351条评论
 响应式Web开发项目教程（HTML5+CSS3+Bootstrap）,http://product.dangdang.com/24182507.html,207条评论
 Axure原型设计实战Axure作为一种使用*广泛的原型制作工具，有着其他软件无法比拟的作用，本书主要介绍原型图的作用与原型图在设计流程中扮演的角色，并讲解原型制作工具Axure8.0的界面基础知识及实战技巧。*终达到对原,http://product.dangdang.com/25070549.html,13条评论
 C现代编程 集成开发环境 设计模式 极限编程 测试驱动开发 重构 持续集成,http://product.dangdang.com/23940935.html,85条评论
 Arduino与通用技术,http://product.dangdang.com/25104984.html,30条评论
 MedCalc统计分析方法及应用,http://product.dangdang.com/25270829.html,25条评论
 C程序设计题解与上机指导(第3版),http://product.dangdang.com/22905158.html,688条评论
 云原生Java：Spring Boot、Spring Cloud与Cloud Foundry弹性系统设计 978712,http://product.dangdang.com/1408676169.html,0条评论
 深度学习：主流框架和编程实战剖析四大深度学习框架，结合真实案例，突出实战，迈出称为人工智能工程师的一步！,http://product.dangdang.com/25273231.html,11条评论
 Scala编程思想（原书第2版）《Java编程思想》作者Bruce Eckel全新力作！了解Scala语言的基础特性和强大功能的绝佳入门读本,http://product.dangdang.com/23803872.html,553条评论
 搜索引擎优化(SEO)方法与技巧(第5版),http://product.dangdang.com/23533305.html,109条评论
 智能制造关键使能技术——动态HOLONIC制造系统建模技术、重构方法及优化理论,http://product.dangdang.com/25201388.html,3条评论
 Effective Objective-C 2.0：编写高质量iOS与OS X代码的52个有效方法 英文版,http://product.dangdang.com/23934468.html,72条评论
 单页Web应用：JavaScript从前端到后端,http://product.dangdang.com/23566526.html,515条评论
 PHP+MySQL动态网站开发案例课堂（第2版）PHP+MySQL动态网站开发从入门到精通，系统讲解＋实战案例＋赠送大量资源,http://product.dangdang.com/25245761.html,7条评论
 在你身边，为你设计百度，华为，小米，淘宝，深圳工业设计协会，ixdc（国际体验设计协会），站酷 联合推荐。,http://product.dangdang.com/24049269.html,51条评论
 VR与AR开发高级教程 基于Unity帮助读者完全掌握VR及AR开发的手册,http://product.dangdang.com/24220898.html,211条评论
 达人迷 JavaScript趣味编程15例JavaScript 编程初学指导书，适合初学者的入门攻略,http://product.dangdang.com/25107105.html,25条评论
 并行程序设计导论（涵盖并行软件和硬件的方方面面，手把手教你如何利用MPI、PThread 和OpenMP开发高效的并行,http://product.dangdang.com/22910319.html,565条评论
 C#网络应用编程(第3版)(工业和信息化部“十二五”规划教材),http://product.dangdang.com/23548849.html,178条评论
 ARM Cortex-M3系统设计与实现——STM32基础篇,http://product.dangdang.com/23396487.html,73条评论
 VB.NET程序设计实训教程,http://product.dangdang.com/24028185.html,223条评论
 模式识别与智能计算的MATLAB实现(第2版)经典图书升级，通往深度学习的必经之路！上一版已得到数万名读者的认可， MATLAB中文论坛、MathWorks官方推荐用书 ！,http://product.dangdang.com/25109978.html,116条评论
 Java多线程编程实战指南（设计模式篇）,http://product.dangdang.com/23794043.html,313条评论
 云计算导论本书定位为“云计算导论”课程的专业教材，旨在传授读者云计算的基础入门知识，本书也适合非计算机专业学生以及广大计算机爱好者阅读,http://product.dangdang.com/24178824.html,57条评论
 GPU与MATLAB混合编程数据密集计算领域专家教你轻松掌握GPU与MATLAB混合编程,http://product.dangdang.com/23950260.html,196条评论
 概率编程实战人工智能领域的先驱、美国加州大学伯克利分校教授Stuart Russell作序推荐！一本不可思议的Scala概率编程实战书籍！,http://product.dangdang.com/24242824.html,126条评论
 从零开始学PHP（第3版）编程入门畅销书再版升级！零基础轻松掌握PHP！内含丰富实战实例、代码讲解与完整项目案例，另附高价值赠品！,http://product.dangdang.com/24147394.html,167条评论
 企业级Java EE架构设计精深实践【开源中国知名博主悠然扛鼎大作！作者在开源中国开博两年，博客浏览量近百万次！开源中国创始人红薯、特赞CTO黄勇、恒生电子CTO范径武倾情作序并推荐！图书上市前一周作者博客预售，狂销300多套！】,http://product.dangdang.com/23964449.html,140条评论
 学习编程第一步 以零基础上手C#开发为例150个示例程序，从安装和使用编程工具，到高级编程和有趣的游戏，再到创建完全成熟的应用程序，轻松迈出学习编程*步。免费资源下载地址见书封底二维码。,http://product.dangdang.com/25138514.html,65条评论
 C++程序设计教程程序设计、程序开发、C,http://product.dangdang.com/23773360.html,72条评论
 宏观经济学（第6版）IMF首席经济学家布兰查德巨著 全球两百多所大学选做教材,http://product.dangdang.com/23512149.html,1011条评论
 JavaEE开发的颠覆者: Spring Boot实战 Spring实战（第4版） SpringBoot揭秘-快速构建全新正版3本,http://product.dangdang.com/1195758755.html,76条评论
 程序设计教程：用C++语言编程 第3版,http://product.dangdang.com/23721049.html,228条评论
 自己动手写网络爬虫(修订版)猎兔搜索工程师多年项目经验总结 深入介绍Web数据挖掘实现过程,http://product.dangdang.com/24028153.html,372条评论
 Visual C#2013 从零开始学从基础知识入手，兼顾理论与实践应用 活学活用控制台应用程序和窗口应用程序开发,http://product.dangdang.com/25085367.html,21条评论
 ASP.NET企业级架构开发技术与案例教程,http://product.dangdang.com/22863925.html,34条评论
 Nginx完全开发指南:使用C、C++和OpenResty 罗剑锋 9787121314575,http://product.dangdang.com/1175237369.html,0条评论
 奇点临近+奇点来临（人工智能书籍套装）机器智能 奇点理论 人工智能读物套装 机械工业出版社 等【好评返5元店铺礼券】一部预测人工智能和科技未来的奇书！为您提供一个崭新的视角：21世纪既是数百年以来科技、创意的顶点，又是对人类**命运真挚的愿景。,http://product.dangdang.com/1306736082.html,66条评论
 Yii框架深度剖析从源码级别剖析Yii框架 易框架教程书籍 Yii2.0框架开发实战从入门到精通,http://product.dangdang.com/25193018.html,69条评论
 大话代码架构（项目实战版）代码架构的风趣解读，项目开发的实际操练；几个并肩战斗的兄弟，共同完成一个软件项目的开发；看似拉家常式的对话，实则蕴含着解决问题的智慧；于身临其境之中，轻松愉悦地做一套软件开发的思维体操。,http://product.dangdang.com/25159037.html,91条评论
 CATIA V5-6R2016数控加工教程,http://product.dangdang.com/25221242.html,5条评论
 SOA与REST：用REST构建企业级SOA解决方案全面将设计与构建RESTful服务作为面向服务的解决方案和面向服务架构（SOA）的书籍,http://product.dangdang.com/23391498.html,220条评论
 Spring Boot实战,http://product.dangdang.com/1288346449.html,1条评论
 正则表达式入门（影印版）,http://product.dangdang.com/23222247.html,27条评论
 PHP编程基础与实例教程（第2版）PHP的入门与提高教程，融合了软件工程、UI设计、软件测试等基础知识，提供微课视频，易于初学者学习,http://product.dangdang.com/23984371.html,79条评论
 C编译器剖析学习用C语言设计自己的编译器。,http://product.dangdang.com/23973799.html,53条评论
 垃圾回收的算法与实现 [日]中村成洋 相川光 9787115427472全新正版教育类图书,http://product.dangdang.com/1110368877.html,0条评论
 工业机器人工程应用虚拟仿真教程：MotoSim EG-VRC安川工业机器人应用技能必读；提升就业技能，赢得更好工作机会；彩色印刷获得优化学习效果,http://product.dangdang.com/25255894.html,8条评论
 UG NX10数控编程实用教程（第4版）多年一线教学经验结晶 优选实例，视频讲解,http://product.dangdang.com/25229470.html,5条评论
 PowerBuilder实用教程（第5版）,http://product.dangdang.com/25292086.html,0条评论
 C#数据库应用程序开发技术与案例教程,http://product.dangdang.com/22846289.html,75条评论
 Docker容器与虚拟化技术（云计算工程师系列）,http://product.dangdang.com/25141346.html,61条评论
 Python数据挖掘入门与实践全面释放Python的数据分析能力 掌握大数据时代核心技术 轻松入门数据挖掘技术并将其应用于实际项目,http://product.dangdang.com/23997506.html,647条评论
 实用灰色预测建模方法及其MATLAB程序实现,http://product.dangdang.com/25236719.html,23条评论
 码上学会——S7-200 /300/400 PLC编程及应用全能一本通（双色版）可编程逻辑控制器 教学视频快速上手 PLC初学者入门书,http://product.dangdang.com/25289809.html,0条评论
 MongoDB应用设计模式10gen认证的“MongoDB大师”,http://product.dangdang.com/23699599.html,217条评论
 Java测试驱动开发成为TDD黑带高手的详细指导书 改善设计和代码质量 嘉化重构工作 提高代码覆盖率,http://product.dangdang.com/25152514.html,122条评论
 Python程序设计入门零基础入门，案例式教学 ，300分钟微课视频讲解，教学资源,http://product.dangdang.com/25308361.html,0条评论
 嵌入式C语言程序设计（第2版）（面向“十三五”高等职业教育专业核心课程规划教材..）,http://product.dangdang.com/25280061.html,0条评论
 深入分析GCC国内不可多得的全面系统介绍GCC设计与实现的书籍，对GCC的总体设计、主要代码架构及实现细节进行了深入的分析和总结。,http://product.dangdang.com/24194177.html,139条评论
 梅耶大师Effective 套装共2册 （Effective C++：改善程序与设计的55个具体做法第3版+More【好评返5元店铺礼券】,http://product.dangdang.com/1000251934.html,42条评论
 Lua设计与实现*9787115465375 codedump全新正版图书,http://product.dangdang.com/1390365395.html,1条评论
 非线性系统（第三版）,http://product.dangdang.com/25118930.html,135条评论
 前端HTML+CSS修炼之道 视频同步+直播前端培训实力机构妙味课堂倾力打造 全彩印刷 含Html5和CSS3的内容 赠经典布局方案和浏览器兼容性问题实用电子文档 配在线视频课程 实战练习题 直播公开课以及互动交流社区,http://product.dangdang.com/25170224.html,38条评论
 网店美工实战手册：网店装修·平面广告设计·视频广告制作一本通一本在手，网店装修、广告设计、视频制作多项技能全拥有！,http://product.dangdang.com/25245664.html,10条评论
 图形数据可视化：技术、工具与案例全面细致地梳理了数据可视化的基本概念和核心理论，技术细节和工具及应用案例，图文并茂，内容翔实丰富，专业严谨,http://product.dangdang.com/25211327.html,15条评论
 ACM大学生程序设计竞赛在线题库精选题解-算法分析与设计习题解答,http://product.dangdang.com/23920164.html,89条评论
 Java应用架构设计：模块化模式与OSGi(全球资深Java技术专家的力作，系统、全面地讲解如何将模块化设计思想引入开,http://product.dangdang.com/23339643.html,923条评论
 Head First Python(中文版),http://product.dangdang.com/1004561291.html,6条评论
 【P】“笨办法”学Python 第3版,http://product.dangdang.com/1358153669.html,0条评论
 【全2册】第一行代码 Android 第2版+Java编程思想(第4版)(thinking in java)(中文版)正版预售 品质保障 优质服务 发货及时 售后无忧,http://product.dangdang.com/1461402760.html,3条评论
 Creo2.0 设计应用基础及精彩实例,http://product.dangdang.com/23526398.html,37条评论
 企业级容器云架构开发指南涵盖大规模容器集群管理架构、不同分布式应用混合架构系列技术、企业级容器云的应用实践，构建云计算与容器技术的完整技术储备。,http://product.dangdang.com/25216880.html,28条评论
 自然语言处理技术入门与实战颠覆职场人士对PPT的认知，作者近20年职场生涯总结形成的PPT思维及制作方法。,http://product.dangdang.com/25183006.html,163条评论
 单片机汇编语言编程就这么容易,http://product.dangdang.com/23624505.html,66条评论
 计算机辅助化工设计案例分析+化工装置选型设计 2册 化工装置选型设计 Aspen Plus计算机软件操作过程应用教程【好评返5元店铺礼券】,http://product.dangdang.com/1414326176.html,0条评论
 IDA Pro权威指南(第2版)(IDA Pro开发者亲自推荐,逆向工程师的必备手册),http://product.dangdang.com/22595398.html,569条评论
 D3 API详解（全彩）,http://product.dangdang.com/23904491.html,85条评论
 Perl入门经典（Perl 语言专家数十年工作经验结晶之作，入门必备，举例说明了Perl在工作场所中的各种真实用法）,http://product.dangdang.com/23346296.html,144条评论
 Java程序设计实用教程（第4版）,http://product.dangdang.com/23380770.html,70条评论
 Java语言程序设计（第2版）（21世纪高等学校计算机教育实用规划教材）,http://product.dangdang.com/23519330.html,58条评论
 自己动手写分布式搜索引擎猎兔搜索工程师数十年技术积淀与升华，讲解分布式搜索引擎的基本算法与原理。ElasticSearch分布式集群实践经验的总结，带领读者快速入门分布式搜索引擎开发。,http://product.dangdang.com/25173026.html,43条评论
 Abaqus GUI程序开发指南 Python语言Abaqus GUI程序开发实用教程，全彩印刷，提供配套程序源代码及CAE模型供读者下载学习使用,http://product.dangdang.com/23928863.html,332条评论
 Java并发编程的艺术 Java多线程编程核心技术 套装组合2本正版书籍,http://product.dangdang.com/1284602253.html,82条评论
 汇编语言程序设计教程（第4版）通过大量实例训练学生掌握指令的操作过程、程序设计的基本规则和方法以及上机调试程序的能力,http://product.dangdang.com/24106613.html,66条评论
 【两本套】编程真好玩+Scratch2.0少儿编程奇幻之旅编程真好玩-6岁开始学scratch编程启蒙书少儿趣味编程小,http://product.dangdang.com/1309848677.html,3条评论
 Java Web程序开发入门,http://product.dangdang.com/25070528.html,40条评论
 NUTANIX超融合基础架构权威指南由Nutanix**架构师主笔，全面介绍Nutanix的架构设计、评估和运维,http://product.dangdang.com/25176321.html,40条评论
 高性能网站建设指南：前端工程师技能精髓全面涵盖浏览器端性能问题的方方面面,http://product.dangdang.com/23698388.html,734条评论
 Three.js开发指南(首部全面讲解Three.js开发的实用指南，循序渐进讲解Three.js的各种功能；通过大量,http://product.dangdang.com/23666765.html,326条评论
 Qt高级编程,http://product.dangdang.com/25215416.html,76条评论
 ARM Cortex-M3体系结构与编程（第2版）著名的嵌入式系统专家执笔，多年教学与项目开发经验的系统总结！全面论述Cortex-M3的体系架构、程序设计及项目实战的经典著作！书中完全公开多个实际项目，并提供全部源代码、设计图纸及演示视频！,http://product.dangdang.com/25109898.html,43条评论
 包邮图解HTTP+TCP/IP+网络硬件+密码技术 HTTP协议入门教程书 Web前端开发图书套装,http://product.dangdang.com/1496648086.html,10条评论
 渐进增强 跨平台用户体验设计产品、交互和前端从业者的必读之书！全方位提升产品多平台适应性，打造历久弥新的超凡用户体验！,http://product.dangdang.com/24196061.html,50条评论
 Spark GraphX实战,http://product.dangdang.com/24225230.html,188条评论
 社交网络演化计算 ——模型、方法与案例,http://product.dangdang.com/25249574.html,6条评论
 质化研究工具;NVivo10 之图解与应用 9787519600860,http://product.dangdang.com/1304440585.html,0条评论
 【共3册】Spring MVC+MyBatis开发从入门到项目实战+Java EE互联网轻量级框架整合开发+Sprin,http://product.dangdang.com/1239842597.html,11条评论
 支持向量机：理论算法与拓展,http://product.dangdang.com/23914215.html,17条评论
 XML基础教程将XML相关技术从理论到操作进行完整性的讲解，内容循序渐进，适合教学及学习。,http://product.dangdang.com/24025494.html,82条评论
 大师谈游戏设计 创意与节奏万代南梦宫首席制作人 《忍者龙剑传》设计师吉泽秀雄从业30余年的经验总结,http://product.dangdang.com/25097348.html,97条评论
 Visual Basic 6.0程序设计基础教程,http://product.dangdang.com/22603261.html,106条评论
 jQuery EasyUI开发指南jQuery EasyUI的实用指南，体现Web插件化开发的全新理念,http://product.dangdang.com/23813252.html,268条评论
 国际经典交互设计教程：界面设计（全彩）为界面设计工作者量身打造，助你快速成为设计高手,http://product.dangdang.com/23762113.html,405条评论
 Java Web整合开发实战--基于Struts 2+Hibernate+Spring（99个应用实例，4个项目开发案【持续畅销，8次印刷，畅销近20000册，名列Java Web图书销售榜前列。一本书彻底搞定SSH三大框架整合开发！99个应用实例，4个项目开发案例，15.5小时配套教学视频，超值DVD光盘含大量开发资源】,http://product.dangdang.com/23268958.html,2454条评论
 Erlang趣学指南经典的Erlang轻松入门指南 被广泛认为是学习Erlang的好方法 引导读者享受学习Erlang的过程 轻松掌握Erlang,http://product.dangdang.com/24032517.html,102条评论
 单片机C语言轻松入门(第3版),http://product.dangdang.com/25138304.html,5条评论
 Java Web整合开发实战:基于Struts 2+Hibernate+Spring javaweb整合开发实战书籍【好评返5元店铺礼券】持续畅销，8次印刷，畅销20000册，名列Java Web图书销售榜前列。一本书有效搞定SSH三大框架整合开发！99个应用实例，4个项目开发案例，15.5小时配套教学视频，超值D,http://product.dangdang.com/1107614706.html,69条评论
 精通LabVIEW信号处理（配光盘）（LabVIEW研究院）,http://product.dangdang.com/23286698.html,248条评论
 After Effects CC入门与应用After Effects学习神器，在线同步视频教程，配套学习素材，专业化的PPT课件，在线式售后服务体系,http://product.dangdang.com/25111320.html,43条评论
 洞察用户体验:方法与实践(第2版,全新修订版) 清华大学出版社【好评返5元店铺礼券】,http://product.dangdang.com/1211413752.html,17条评论
 C#程序设计从入门到实战-微课版,http://product.dangdang.com/25243110.html,9条评论
 VMware Virtual SAN权威指南（原书第2版）从Virtual SAN的部署、安装、配置到虚拟机存储管理、架构细节和日常管理、维护等方面，深入探讨Virtual SAN的各项技术细节,http://product.dangdang.com/25123235.html,85条评论
 建筑●室内●景观设计SketchUp 2016从入门到精通助您精准画出三维空间图形，快速生成3D模型！,http://product.dangdang.com/25213708.html,8条评论
 API开发指南,http://product.dangdang.com/24182239.html,33条评论
 爱上Android12万读者的真实阅读体验，Android APP开发从入门到精通 零起点进阶高手书 基于新版的Android和Android Studio zui 开发入门讲义,http://product.dangdang.com/25147585.html,41条评论
 Arduino计算机视觉编程,http://product.dangdang.com/24106500.html,141条评论
 正版 数据科学 方匡南 计算机科学理论基础知识书籍计算机科学教材数据分析教材数据库概念人工智能机器学习数据挖掘大数据分品质好书 正版保障 优质服务 发货及时 售后无忧,http://product.dangdang.com/1416089879.html,0条评论
 FORTRAN90程序涉及（第5版）,http://product.dangdang.com/24143374.html,24条评论
 代码虚拟与自动化分析,http://product.dangdang.com/25176980.html,60条评论
 Visual C++网络编程案例实战（配光盘）【毕业设计好帮手！实战为王，详解21个典型应用案例，全面展现VC++网络编程的8大经典应用，配14小时教学视频，提供教学PPT】,http://product.dangdang.com/23308013.html,555条评论
 基于ARM Cortex-M4F内核的MSP432 MCU开发实践应用zui广泛的MSP432单片机开发实战,http://product.dangdang.com/25216891.html,13条评论
 21天学通Java(第6版)（中文版累计销量超30000册）,http://product.dangdang.com/23219731.html,1070条评论
 Mastercam应用技巧,http://product.dangdang.com/23491880.html,5条评论
 Neo4j全栈开发,http://product.dangdang.com/25088901.html,96条评论
 程序员面试笔试宝典 第2版帮助广大计算机等相关专业学生成功就业一本计算机相关专业毕业生面试笔试的百科全书，帮助同学们成功就业,http://product.dangdang.com/23629628.html,368条评论
 Unity 5.x游戏开发实战基于案例的Unity 5.x实战指南 带你轻松掌握游戏开发技能,http://product.dangdang.com/25091561.html,52条评论
 SDH技术(第3版)新添高速光纤传输系统性能分析、MSTP网络规划设计及其应用--名师名校经典作品，累计销量过万册,http://product.dangdang.com/23826723.html,84条评论
 基于Ionic的移动App开发Ionic创始人亲自作序,本书以step by step的方式带你感受Ionic强大的UI组件库，教你用它编写三个跨平台移动App。,http://product.dangdang.com/25204006.html,51条评论
 Java大学实用教程（第4版）,http://product.dangdang.com/24521797.html,36条评论
 Autodesk Revit 2017建筑设计基础应用教程国际Revit培训精品课程，Revit开发核心团队编写，配套APP、视频以及图纸，建筑、结构、机电全解析,http://product.dangdang.com/25165883.html,70条评论
 给想当程序员的你——程序员面试宝典与进阶秘笈毕业找工作，这本书就是秘籍！来自BAT等近百位专家告诉你名企招聘的秘密！,http://product.dangdang.com/25087705.html,24条评论
 MATLAB数字图像处理 ——从仿真到C/C++代码的自动生成,http://product.dangdang.com/23769633.html,93条评论
 Groovy程序设计,http://product.dangdang.com/23590177.html,263条评论
 机器视觉检测理论与算法,http://product.dangdang.com/23840004.html,75条评论
 Python数据科学导论一本优秀的数据科学入门教材,http://product.dangdang.com/25159022.html,62条评论
 R语言实战:编程基础、统计分析与数据挖掘宝典 李倩星著 9787121281150,http://product.dangdang.com/1222809181.html,3条评论
 JavaScript 网页编程从入门到精通Javascript 网页编程 入门热销 书籍 web 前端开发名作 478节同步视频讲解 166个实战案例 2个大型综合实战案例 380套网页模板 30部工具集 609项配色 13类设计素材 177,http://product.dangdang.com/25158314.html,53条评论
 Python编程基础如何使用Python解决实际问题,答案在这里,http://product.dangdang.com/24058302.html,75条评论
 OpenStack运维指南OpenStack基金会官方指南,http://product.dangdang.com/23756435.html,259条评论
 基于Bootstrap和Knockout.js的ASP.NET MVC开发实战快速开发出复杂、动态、响应式的Web应用程序,http://product.dangdang.com/23831284.html,412条评论
 超级软件：下一代互联网云平台未来，在云上，这个世界中的买卖关系、社交关系、管理关系，这三种关系必将是“融合”的；未来，在云上，必将是一个更真实、更错综复杂、更千变万化的数字世界。,http://product.dangdang.com/25111336.html,1057条评论
 开放式控制系统编程技术 基于IEC 61131-3国际标准,http://product.dangdang.com/1409848569.html,0条评论
 Splunk智能运维实战,http://product.dangdang.com/23793994.html,63条评论
 操作系统概念----Java实现（第七版 翻译版）,http://product.dangdang.com/25267375.html,5条评论
 C语言自学视频教程地（配光盘）（软件开发自学视频教程）137集配套视频/项目案例分析26套/典型模块分析29类/编程实例分析1238个/实践训练任务311项/数学及逻辑思维IT英语能力测试616项/编程人生23个/电子课件117节/《程序员求职面试宝典》1部（面试真题、职业生涯等）,http://product.dangdang.com/23619957.html,68条评论
